0.00115042	120110	3000
0.00200517	210130	4200
0.003197	336150	5600
0.00483791	504170	7200
0.00686949	720190	9000
0.00942721	990210	11000
0.0376816	3960420	44000
0.0748084	7920420	44000
0.324562	34560640	96000
