0.0001122	120110	3000
0.0001771	210130	4200
0.00025221	336150	5600
0.0003535	504170	7200
0.00047187	720190	9000
0.00063326	990210	11000
0.00209914	3960420	44000
0.00380284	7920420	44000
0.0152115	34560640	96000
